NSN,rep_office,common_name,Description,Price,UI,AAC
7510-01-660-4956,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits Machine Models: HP Enterprise 500 Color M551 and M575. 24-month maximum shelf life (not extendable).,93.41,EA,H
7510-01-660-4957,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits HP Printer Models: Color LaserJet 5500 and 5550. 24-month maximum shelf life (not extendable).,110.47,EA,H
7510-01-660-4958,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits Machine Models: HP Pro 300400 Color M351, M375, M451, and M475. 24-month maximum shelf life (not extendable).",67.98,EA,H
7510-01-660-4959,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits Machine Models:  HP CE400A, Enterprise 500 Color M551 and M575. 24-month maximum shelf life (not extendable).",67.98,EA,H
7510-01-660-4960,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits HP Printer Models: Color LaserJet 5500 and 5550. 24-month maximum shelf life (not extendable).,110.47,EA,H
7510-01-660-4961,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits Machine Models: HP Enterprise 500 Color M551 and M575. 24-month maximum shelf life (not extendable).,97.5,EA,H
7510-01-660-4962,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits Machine Models: HP Enterprise 500 Color M551 and M575. 24-month maximum shelf life (not extendable).,93.41,EA,H
7510-01-660-4963,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits HP Printer Models: Color LaserJet 5500 and 5550. 24-month maximum shelf life (not extendable).,110.47,EA,H
7510-01-660-9721,Office Supplies & Paper Special Order,HP Ink Cartridge,"Fits Machine Models: HP DeskJet 1010, 2540, 3050A, 4630, HP ENVY 4500 AN D5530, and OfficeJet 4630",47.78,EA,H
7510-01-661-1214,Office Supplies & Paper Special Order,HP Ink Cartridge,"Fits Machine Models: HP OfficeJet 5000 Series, 8040, 200 Mobile Series, HPENVY 5000 Series and 7640 Page Mobile Series, HP ENVY 5000 Series and 7640",26.78,EA,H
7510-01-661-1476,Office Supplies & Paper Special Order,HP Toner Cartridge,"Fits Machine Models: HP Color LaserJet M552, M553 and MFP M577 printer series. 18-month maximum shelf life (extendable).",198.32,EA,H
7510-01-661-1477,Office Supplies & Paper Special Order,HP Toner Cartridge,"Fits Machine Models: HP Color LaserJet M552, M553 and MFP M577 printer series. 18-month maximum shelf life (extendable).",198.32,EA,H
7510-01-661-1478,Office Supplies & Paper Special Order,HP Toner Cartridge,"Fits Machine Models: HP Color LaserJet M552, M553 and MFP M577 printer series. 18-month maximum shelf life (extendable).",198.32,EA,H
7510-01-661-1479,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise MFP M476 printer series 18-month maximum shelf life (extendable).,96.99,EA,H
7510-01-661-1481,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise MFP M476 printer series 18-month maximum shelf life (extendable).,92.68,EA,H
7510-01-661-1482,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise MFP M476 printer series 18-month maximum shelf life (extendable).,92.68,EA,H
7510-01-661-1483,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise MFP M476 printer series 18-month maximum shelf life (extendable).,92.68,EA,H
7510-01-661-1485,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models:  HP Color LJ enterprise M855 printer series.,325.47,EA,H
7510-01-661-1486,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP LaserJet Pro M201 and MFP M225 printer series,60.82,EA,H
7510-01-661-1487,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models:  HP LaserJet Pro M402 and MFP M426 printer series.,150.1,EA,H
7510-01-661-1489,Office Supplies & Paper Special Order,HP Toner Cartridge,"Fits Machine Models: HP Color LaserJet M552, M553 and MFP M577 printer series. 18-month maximum shelf life (extendable).",142.54,EA,H
7510-01-661-4493,Office Supplies & Paper Special Order,Index Tab,"Organize, label and color-code papers, project files, and binders with index tabs. Durable, secure self-stick tabs in assorted colors are easy to write on and simple to reposition or replace. Page Markers in assorted neon colors stick securely and remove ",4.46,PG,H
7510-01-661-4494,Office Supplies & Paper Special Order,Index Tab,"Organize, label and color-code papers, project files, and binders with index tabs. Durable, secure self-stick tabs in assorted colors are easy to write on and simple to reposition or replace. Page Markers in assorted neon colors stick securely and remove ",5.88,PG,H
7510-01-662-3671,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS820, CX820, CX825 and CX860.",202.56,EA,H
7510-01-662-3672,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS820, CX820, CX825 and CX860.",179.41,EA,H
7510-01-662-3673,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Fits Machine Models: CS820, CX820, CX825 and CX860. Fits Machine Models: CS820, CX820, CX825 and CX860.",304.46,EA,H
7510-01-662-3674,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS820, CX820, CX825 and CX860.",202.56,EA,H
7510-01-662-3675,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS820, CX820, CX825 and CX860.",202.56,EA,H
7510-01-662-7099,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CS820.,527.28,EA,H
7510-01-662-7100,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CS820.,527.28,EA,H
7510-01-662-7101,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",83.34,EA,H
7510-01-662-7102,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CS820.,527.28,EA,H
7510-01-662-7103,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",178,EA,H
7510-01-662-7104,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX820.,296.9,EA,H
7510-01-662-7105,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",178,EA,H
7510-01-662-7106,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",178,EA,H
7510-01-662-7107,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX820.,296.9,EA,H
7510-01-662-7108,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",157.56,EA,H
7510-01-662-7109,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX820.,296.9,EA,H
7510-01-662-7110,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CS725.,305.87,EA,H
7510-01-662-7111,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Models: CX825 and CX860.,314.79,EA,H
7510-01-662-7112,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CS725.,305.87,EA,H
7510-01-662-7113,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CS725.,305.87,EA,H
7510-01-662-7114,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX725.,351.55,EA,H
7510-01-662-7115,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Models: CX825 and CX860.,314.79,EA,H
7510-01-662-7116,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Models: CX825 and CX860.,319.99,EA,H
7510-01-662-7117,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX725.,351.38,EA,H
7510-01-662-7118,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX725.,351.38,EA,H
7510-01-662-7119,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX725.,324.18,EA,H
7510-01-662-7120,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX860.,629.69,EA,H
7510-01-662-7121,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Models: CS725 and CX725.,291.61,EA,H
7510-01-662-7123,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX860.,629.65,EA,H
7510-01-662-7125,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX860.,629.69,EA,H
7510-01-662-7129,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),Lemark Return Program Item. Fits Machine Model: CX860.,411.03,EA,H
7510-01-662-7131,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",121.01,EA,H
7510-01-662-7132,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",108.71,EA,H
7510-01-662-7133,Office Supplies & Paper Special Order,Toner Cartrige (Lexmark),"Lemark Return Program Item. Fits Machine Models: CS720, CS725 and CX725.",108.71,EA,H
7510-01-664-7175,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise M651 printer series.,279.24,EA,H
7510-01-664-7178,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise M651 printer series.,279.24,EA,H
7510-01-664-8154,Office Supplies & Paper Special Order,HP Toner Cartridge,Fits Machine Models: HP Color LaserJet Enterprise M651 printer series.,279.24,EA,H
7510-01-664-8784,Office Supplies & Paper Special Order,Pad-Style Desk Calendar (2023),"For use with Desk Calendar Stand NSNs 7520-00-139-4341 and  7520-00-162-6153. This loose-leaf flip-style calendar is ideal for desktop use. Two pages are devoted to each day of the week, with current, previous and next month calendars on each page.",6.28,EA,H
7510-01-664-8789,Office Supplies & Paper Special Order,Calendar Blotter (2023),"Minimum Order Qty: 5. This item is non-returnable because it is a dated item. Please contact customer service (800-827-3168) for more details. Top-bound, blotter-style monthly calendar includes Julian dates.",6.23,EA,H
7510-01-664-8815,Office Supplies & Paper Special Order,Pad-Style Desk Calendar (2023),"For use with Desk Calendar Stand NSNs 7520-00-139-4277 and 7520-00-162-6156. This loose-leaf flip-style calendar is ideal for desktop use. Two pages are devoted to each day of the week, with current, previous and next month calendars on each page.",6.92,EA,H
7510-01-664-9504,Office Supplies & Paper Special Order,Wall Calendar (2023),PLEASE NOTE: THIS ITEM IS SOLD AS A PACKAGE WITH 10 EA IN THE PACKAGE. Minimum Order Qty: 1. This item is non-returnable because it is a dated item. Please contact customer service (800-827-3168) for more details. Calendar features perforations for easy r,9.06,PG,H
7510-01-665-0583,Office Supplies & Paper Special Order,Activity Schedule (2023),PLEASE NOTE: THIS ITEM IS SOLD AS A PACKAGE WITH 10 EA IN THE PACKAGE. Minimum Order Qty: 1. This item is non-returnable because it is a dated item. Please contact customer service (800-827-3168) for more details. Flip-style monthly calendar features a se,8.92,PG,H
7510-01-668-5360,Office Supplies & Paper Special Order,Xerox Toner Cartridge,FITS MACHINE MODELS: XEROX PHASER MODLES 6500 AND 6505,116.75,EA,H
7510-01-668-5407,Office Supplies & Paper Special Order,Xerox Toner Cartridge,FITS MACHINE MODELS: XEROX PHASER MODLES 6500 AND 6505,125.3,EA,H
7510-01-668-8634,Office Supplies & Paper Special Order,HP Toner Cartridge,"Fits Machine Models: HP LaserJet Pro M203DW, MFP M227FDN and MFP M227FDW.",74.75,EA,H
7510-01-669-6074,Office Supplies & Paper Special Order,HP Ink Cartridge,"Fits Machine Models: HP OfficeJet 5000 Series, 8040, 200 Mobile Series, HPENVY 5000 Series and 7640 Page Mobile Series, HP ENVY 5000 Series and 7640",53.23,EA,H
7510-01-669-6170,Office Supplies & Paper Special Order,HP Ink Cartridge,"Fits Machine Models: HP OfficeJet 5000 Series, 8040, 200 Mobile Series, HPENVY 5000 Series and 7640 Page Mobile Series, HP ENVY 5000 Series and 7640",48.88,EA,H
7510-01-669-8032,Office Supplies & Paper Special Order,HP Laser Cartridge,"Fits Machine Models: HP LaserJet 700 MFP, M712, M725, and  MFP M725z+ printer series.",234.51,EA,H
7510-01-670-3513,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fit machine models: CM2320MFP, CM2320NF, CP2025DN, CP2025N, CP2025X, CP2026DN. 36-month maximum shelf life (extendable).",67.5,EA,H
7510-01-670-3514,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits machine models: HP Models M604, M605,M606 AND M630. 36-month maximum shelf life (extendable).",103.33,EA,H
7510-01-670-3515,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits Machine Models: HP M402 and M426. 36-month maximum shelf life (extendable).,84.49,EA,H
7510-01-670-3777,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits machine models: CM2320MFP, CM2320FXI, CM2320NF, CP2025, CP2025DN, CP2025N, CP2025X, CP2026DN. 36-month maximum shelf life (extendable).",67.5,EA,H
7510-01-670-3779,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits machine models: HP CM2320MFP, CM2320FXI, CM2320NF, CP2025 CP2025DN, CP2025N, CP2025X, CP2026DN. 36-month maximum shelf life (extendable).",67.5,EA,H
7510-01-670-3780,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits machine models: CM2320MFP, CM2320FXI, CM2320NF, CP2025 CP2025DN, CP2025N, CP2025X, CP2026DN. 36-month maximum shelf life (extendable).",67.5,EA,H
7510-01-673-1195,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits Machine Models: HP CP4025 and CP4525 series. 36-month maximum shelf life (extendable).,90,EA,H
7510-01-673-1196,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,"Fits machine models: HP Models M604, M605,M606 AND M630. 36-month maximum shelf life (extendable).",135,EA,H
7510-01-673-1197,Office Supplies & Paper Special Order,Remanufactured Toner Cartridge,Fits Machine Models: HP CP4025 and CP4525 series. 36-month maximum shelf life (extendable).,90,EA,H
